INFORMATION TECHNOLOGY,PRINT OPERATOR 2,4,"€35,403"
INFORMATION TECHNOLOGY,PRINT OPERATOR 2,5,"€36,946"
INFORMATION TECHNOLOGY,PRINT OPERATOR 2,6,"€38,331"
INFORMATION TECHNOLOGY,PRINT OPERATOR 2,7,"€39,365"
INFORMATION TECHNOLOGY,PRINT OPERATOR 2,8,"€40,749"
INFORMATION TECHNOLOGY,PRINT OPERATOR 2,9,"€42,093"
INFORMATION TECHNOLOGY,PRINT OPERATOR 2,10,"€43,223"
INFORMATION TECHNOLOGY,PRINT OPERATOR 2,11,"€44,373"
INFORMATION TECHNOLOGY,PRINT OPERATOR 1,1,"€29,021"
INFORMATION TECHNOLOGY,PRINT OPERATOR 1,2,"€30,996"
INFORMATION TECHNOLOGY,PRINT OPERATOR 1,3,"€31,738"
INFORMATION TECHNOLOGY,PRINT OPERATOR 1,4,"€32,768"
INFORMATION TECHNOLOGY,PRINT OPERATOR 1,5,"€34,232"
INFORMATION TECHNOLOGY,PRINT OPERATOR 1,6,"€35,719"
INFORMATION TECHNOLOGY,PRINT OPERATOR 1,7,"€37,208"
INFORMATION TECHNOLOGY,PRINT OPERATOR 1,8,"€38,553"
INFORMATION TECHNOLOGY,COMPUTER LAB ATTENDANT,1,"€33,403"
INFORMATION TECHNOLOGY,COMPUTER LAB ATTENDANT,2,"€34,543"
INFORMATION TECHNOLOGY,COMPUTER LAB ATTENDANT,3,"€36,605"
INFORMATION TECHNOLOGY,COMPUTER LAB ATTENDANT,4,"€36,967"
INFORMATION TECHNOLOGY,COMPUTER LAB ATTENDANT,5,"€36,987"
INFORMATION TECHNOLOGY,COMPUTER LAB ATTENDANT,6,"€37,353"
INFORMATION TECHNOLOGY,COMPUTER LAB ATTENDANT,7,"€37,714"
INFORMATION TECHNOLOGY,COMPUTER LAB ATTENDANT,8,"€38,072"
INFORMATION TECHNOLOGY,COMPUTER LAB ATTENDANT,9,"€38,428"
INFORMATION TECHNOLOGY,TEMPORARY COMPUTER ASSISTANT,1,"€33,403"
INFORMATION TECHNOLOGY,TEMPORARY COMPUTER ASSISTANT,2,"€34,543"
INFORMATION TECHNOLOGY,TEMPORARY COMPUTER ASSISTANT,3,"€36,605"
INFORMATION TECHNOLOGY,TEMPORARY COMPUTER ASSISTANT,4,"€36,967"
INFORMATION TECHNOLOGY,TEMPORARY COMPUTER ASSISTANT,5,"€36,987"
INFORMATION TECHNOLOGY,TEMPORARY COMPUTER ASSISTANT,6,"€37,353"
INFORMATION TECHNOLOGY,TEMPORARY COMPUTER ASSISTANT,7,"€37,714"
INFORMATION TECHNOLOGY,TEMPORARY COMPUTER ASSISTANT,8,"€38,072"
INFORMATION TECHNOLOGY,TEMPORARY COMPUTER ASSISTANT,9,"€38,428"
